raw_text,aspectTerms,qwen_pred
– Went there last night with a friend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:36.50934104Z', 'done': True, 'done_reason': 'stop', 'total_duration': 114990258, 'load_duration': 15820131, 'prompt_eval_count': 182, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 78000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-082dc542-18de-4ba5-adcf-ad6ce3cba697-0' usage_metadata={'input_tokens': 182, 'output_tokens': 6, 'total_tokens': 188}"
She had heard from a co-worker about this place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:36.627238544Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116172286, 'load_duration': 16698699, 'prompt_eval_count': 184, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-334921a6-0614-4053-89d7-544520fc1d51-0' usage_metadata={'input_tokens': 184, 'output_tokens': 6, 'total_tokens': 190}"
The food was great!,"[{'term': 'food', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:36.749962512Z', 'done': True, 'done_reason': 'stop', 'total_duration': 120303381, 'load_duration': 18473277, 'prompt_eval_count': 178, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 81000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-d20f9476-c6f8-4caa-9064-feb2a2a8f84d-0' usage_metadata={'input_tokens': 178, 'output_tokens': 6, 'total_tokens': 184}"
"It's *very* reasonably priced, esp for the quality of the food.","[{'term': 'food', 'polarity': 'positive'}]","content=""['reasonably priced', 'quality of the food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:36.950315154Z', 'done': True, 'done_reason': 'stop', 'total_duration': 198273264, 'load_duration': 16517449, 'prompt_eval_count': 189, 'prompt_eval_duration': 17000000, 'eval_count': 12, 'eval_duration': 160000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-034fa7bf-285f-4467-8d1e-351ca1efc026-0' usage_metadata={'input_tokens': 189, 'output_tokens': 12, 'total_tokens': 201}"
I had the Kafta plate and it was perfect.,"[{'term': 'Kafta plate', 'polarity': 'positive'}]","content=""['Kafta plate']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:37.085824586Z', 'done': True, 'done_reason': 'stop', 'total_duration': 133219125, 'load_duration': 18277788, 'prompt_eval_count': 185, 'prompt_eval_duration': 17000000, 'eval_count': 7, 'eval_duration': 93000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-9237fe2e-bc97-4153-a274-63f097886083-0' usage_metadata={'input_tokens': 185, 'output_tokens': 7, 'total_tokens': 192}"
We're going back. :D,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:37.203536381Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116006587, 'load_duration': 16408490, 'prompt_eval_count': 180, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-3ce6828c-f6b8-4305-a9ba-f43db29060a3-0' usage_metadata={'input_tokens': 180, 'output_tokens': 6, 'total_tokens': 186}"
Finally a meal that you will remember for a long time!,"[{'term': 'meal', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:37.323676372Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117720564, 'load_duration': 16672319, 'prompt_eval_count': 185, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-6e55f151-eb68-4dd6-a4a2-eb878e7ec3f1-0' usage_metadata={'input_tokens': 185, 'output_tokens': 6, 'total_tokens': 191}"
"– In a age of incremental cost cutting in restaurants, its nice to see a place that bucks that trend, and just plain delivers high quality food and good service, period.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","content=""['high quality food', 'good service']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:37.501654522Z', 'done': True, 'done_reason': 'stop', 'total_duration': 176089842, 'load_duration': 16591519, 'prompt_eval_count': 208, 'prompt_eval_duration': 21000000, 'eval_count': 10, 'eval_duration': 134000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-3580c08a-a897-42e6-9ed3-4c8769e84c35-0' usage_metadata={'input_tokens': 208, 'output_tokens': 10, 'total_tokens': 218}"
This is the place to relax and enjoy the finest quality food the industry can offer.,"[{'term': 'place', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","content=""['finest quality food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:37.637283494Z', 'done': True, 'done_reason': 'stop', 'total_duration': 133344225, 'load_duration': 15737530, 'prompt_eval_count': 190, 'prompt_eval_duration': 17000000, 'eval_count': 7, 'eval_duration': 96000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-bacab656-27a9-4906-800f-c5cb069bd9be-0' usage_metadata={'input_tokens': 190, 'output_tokens': 7, 'total_tokens': 197}"
Caution - its real food for people who love the best.,"[{'term': 'food', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:37.757154655Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117743744, 'load_duration': 16059400, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-959426fe-cc01-423e-a1ad-56348139b2f9-0' usage_metadata={'input_tokens': 186, 'output_tokens': 6, 'total_tokens': 192}"
Some of the food is clearly oriented toward foodies (like me) so if your not a foodie (nothing wrong with that)- head over to McDonalds or some Ruby Tuesday and have at it!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content=""['food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:37.859728738Z', 'done': True, 'done_reason': 'stop', 'total_duration': 101498564, 'load_duration': 15899680, 'prompt_eval_count': 214, 'prompt_eval_duration': 22000000, 'eval_count': 4, 'eval_duration': 59000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-f3e1c1f3-69ab-4563-871a-5a9b8c22affe-0' usage_metadata={'input_tokens': 214, 'output_tokens': 4, 'total_tokens': 218}"
"If your looking for real quality  (not the BS that is seen on yelp ratings - which allegedly recently got in trouble for ""adjusting"" ratings), you need to get in here!","[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:37.988801279Z', 'done': True, 'done_reason': 'stop', 'total_duration': 127528372, 'load_duration': 15975760, 'prompt_eval_count': 212, 'prompt_eval_duration': 22000000, 'eval_count': 6, 'eval_duration': 84000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-51d80d67-06a0-447f-99a5-325019ac6946-0' usage_metadata={'input_tokens': 212, 'output_tokens': 6, 'total_tokens': 218}"
Very Disappointing,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:38.107927781Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116384866, 'load_duration': 16162340, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-d7758a26-4a1b-4617-84c0-89ff45019c00-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
– I took my parents here for their anniversary-very very disappointed!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:38.226682594Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117196425, 'load_duration': 15607951, 'prompt_eval_count': 187, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-f65759aa-48da-4ef7-8c5e-c1bfe3d01133-0' usage_metadata={'input_tokens': 187, 'output_tokens': 6, 'total_tokens': 193}"
I liked the atmosphere very much but the food was not worth the price.,"[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}]","content=""['atmosphere', 'food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:38.386836936Z', 'done': True, 'done_reason': 'stop', 'total_duration': 158995993, 'load_duration': 16535279, 'prompt_eval_count': 188, 'prompt_eval_duration': 17000000, 'eval_count': 9, 'eval_duration': 121000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-e1d3837e-9709-4748-8afd-c9f4f27e0c86-0' usage_metadata={'input_tokens': 188, 'output_tokens': 9, 'total_tokens': 197}"
I may not be a sushi guru but I can tell you that the food here is just okay and that there is not much else to it.,"[{'term': 'food', 'polarity': 'negative'}]","content=""['food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:38.487731151Z', 'done': True, 'done_reason': 'stop', 'total_duration': 99271907, 'load_duration': 18277107, 'prompt_eval_count': 202, 'prompt_eval_duration': 20000000, 'eval_count': 4, 'eval_duration': 57000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-4ab8fe78-ebb0-4705-bf86-913d0cfb6475-0' usage_metadata={'input_tokens': 202, 'output_tokens': 4, 'total_tokens': 206}"
"Rice is too dry, tuna wasn't so fresh either.","[{'term': 'Rice', 'polarity': 'negative'}, {'term': 'tuna', 'polarity': 'negative'}]","content=""['Rice', 'tuna']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:38.655789413Z', 'done': True, 'done_reason': 'stop', 'total_duration': 160237782, 'load_duration': 15854891, 'prompt_eval_count': 186, 'prompt_eval_duration': 18000000, 'eval_count': 9, 'eval_duration': 122000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-38f7b5e8-f4eb-42cf-a15b-1421745f1e9e-0' usage_metadata={'input_tokens': 186, 'output_tokens': 9, 'total_tokens': 195}"
Nothing really came across as outstanding.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:38.776251824Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116129366, 'load_duration': 15934790, 'prompt_eval_count': 180, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-568242e8-c93a-478c-85bc-7a647eced815-0' usage_metadata={'input_tokens': 180, 'output_tokens': 6, 'total_tokens': 186}"
Very disappointed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:38.905964713Z', 'done': True, 'done_reason': 'stop', 'total_duration': 127916201, 'load_duration': 16117360, 'prompt_eval_count': 176, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 88000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-111aeebb-55cb-4f23-b208-5efcfbf28e02-0' usage_metadata={'input_tokens': 176, 'output_tokens': 6, 'total_tokens': 182}"
I have eaten here three times and have found the quality and variety of the fish to be excellent.,"[{'term': 'fish', 'polarity': 'positive'}]","content=""['quality', 'variety of the fish']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:39.093547851Z', 'done': True, 'done_reason': 'stop', 'total_duration': 185837550, 'load_duration': 17239769, 'prompt_eval_count': 193, 'prompt_eval_duration': 18000000, 'eval_count': 11, 'eval_duration': 146000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-fb3a097a-10b2-493d-8b65-53ee9f26443f-0' usage_metadata={'input_tokens': 193, 'output_tokens': 11, 'total_tokens': 204}"
"However, the value and service are both severely lacking.","[{'term': 'service', 'polarity': 'negative'}]","content='[value, service]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:39.198707511Z', 'done': True, 'done_reason': 'stop', 'total_duration': 103505122, 'load_duration': 15927650, 'prompt_eval_count': 184, 'prompt_eval_duration': 16000000, 'eval_count': 5, 'eval_duration': 66000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-389bbf91-c2cb-4e03-9273-73e4b8f81aa9-0' usage_metadata={'input_tokens': 184, 'output_tokens': 5, 'total_tokens': 189}"
"Portions contain less fish than one would expect, particularly since prices are in line with the best sushi places in NYC (Masa excluded, of course).","[{'term': 'noaspectterm', 'polarity': 'none'}]","content=""['portions', 'prices']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:39.351130732Z', 'done': True, 'done_reason': 'stop', 'total_duration': 149900474, 'load_duration': 16015580, 'prompt_eval_count': 204, 'prompt_eval_duration': 20000000, 'eval_count': 8, 'eval_duration': 109000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-9d04c68d-2390-4b7a-a9c7-7ace2521d711-0' usage_metadata={'input_tokens': 204, 'output_tokens': 8, 'total_tokens': 212}"
"Furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland.","[{'term': 'fish', 'polarity': 'positive'}, {'term': 'rolls', 'polarity': 'negative'}]","content=""['fish', 'rolls']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:39.484941037Z', 'done': True, 'done_reason': 'stop', 'total_duration': 131539207, 'load_duration': 16940638, 'prompt_eval_count': 192, 'prompt_eval_duration': 17000000, 'eval_count': 7, 'eval_duration': 93000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-a7102bb7-6fab-4649-ab57-5f8e04f37d9b-0' usage_metadata={'input_tokens': 192, 'output_tokens': 7, 'total_tokens': 199}"
The service ranges from mediocre to offensive.,"[{'term': 'service', 'polarity': 'negative'}]","content=""['service']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:39.577216243Z', 'done': True, 'done_reason': 'stop', 'total_duration': 90545628, 'load_duration': 16452529, 'prompt_eval_count': 181, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 53000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-e18bdb58-ea41-4870-927f-18f5a1a8e831-0' usage_metadata={'input_tokens': 181, 'output_tokens': 4, 'total_tokens': 185}"
"On a recent trip, our waiter was extremely dismissive, while no less than three staff members waited hand-and-foot on a pair of Japanese girls seated nearby.","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'staff members', 'polarity': 'negative'}]","content=""['waiter', 'staff members']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:04:39.742308608Z', 'done': True, 'done_reason': 'stop', 'total_duration': 162330559, 'load_duration': 15978520, 'prompt_eval_count': 205, 'prompt_eval_duration': 20000000, 'eval_count': 9, 'eval_duration': 121000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-c7b78910-7f9b-4103-b57a-5f53bf85ec58-0' usage_metadata={'input_tokens': 205, 'output_tokens': 9, 'total_tokens': 214}"
